timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,gravityX,gravityY,gravityZ,attitudeP,attitudeR,attitudeY
1643291037.951827,-0.07021574676036835,-0.033442139625549316,0.027180910110473633,-0.1480954885482788,-0.3370428681373596,-0.06826619803905487,0.24091582000255585,-0.6537831425666809,-0.7173054218292236,0.7125733784062305,0.32402485408832093,-0.1215087099105294
1643291038.051729,-0.05965501070022583,-0.07810664176940918,0.035020291805267334,-0.12441255152225494,-0.5039288401603699,-0.22229765355587006,0.21616439521312714,-0.6411468386650085,-0.7363447546958923,0.6959917726718193,0.2855419028167412,-0.1352708735537518
1643291038.152186,-0.09099511802196503,-0.07433092594146729,0.04827249050140381,-0.13889074325561523,-0.7248542308807373,-0.3102141320705414,0.18828515708446503,-0.6320899128913879,-0.7516721487045288,0.6842472709881586,0.24543828322246924,-0.16286626809023752
1643291038.252685,-0.12447179853916168,-0.05642980337142944,0.015324056148529053,-0.2304067462682724,-0.45120882987976074,-0.38522371649742126,0.1699582189321518,-0.6075716018676758,-0.7758678793907166,0.652999575347812,0.21564934797400362,-0.19972220565688473
1643291038.353178,-0.12197640538215637,-0.05343186855316162,0.04782974720001221,-0.18713875114917755,-0.5839822888374329,-0.4544897973537445,0.14957953989505768,-0.5920759439468384,-0.7918788194656372,0.6336323714410944,0.18669229227629724,-0.25395240428788324
1643291038.453619,-0.034529268741607666,-0.09099727869033813,-0.016446352005004883,-0.5789241194725037,-0.31037041544914246,-0.4978996813297272,0.12847763299942017,-0.5572265386581421,-0.8203609585762024,0.5910419694573734,0.15534921982558073,-0.2960242503274857
1643291038.553901,-0.125091552734375,0.008655369281768799,-0.10019826889038086,-0.8436880707740784,-0.6771117448806763,-0.3889303505420685,0.1022033542394638,-0.4868810474872589,-0.8674683570861816,0.5085154138594465,0.11727731729500644,-0.34091674973250524
1643291038.6545591,-0.0819338709115982,0.086048424243927,-0.02979123592376709,0.3082787096500397,-0.5021066069602966,-0.768825113773346,0.08490931987762451,-0.4610941708087921,-0.8832794427871704,0.47922788013637163,0.09583514519578763,-0.38247736010538286
1643291038.7548618,-0.06218832731246948,0.12501275539398193,0.05681377649307251,0.27608931064605713,-0.5776389837265015,-1.0781759023666382,0.09037130326032639,-0.48867544531822205,-0.86777263879776,0.5105709287252775,0.10376762779204649,-0.48547709313678344
1643291038.854979,-0.007401019334793091,0.06093278527259827,-0.005609631538391113,0.2155376672744751,-0.49407079815864563,-0.9492682218551636,0.10650684684515,-0.4935346841812134,-0.8631800413131714,0.5161492191333673,0.12276837894811854,-0.6108138971981231
